place_id	decade	presence_status	group_presence_summary	dominant_polity_group_id	supporting_claim_count	derivation_hash
hierapolis	10	unknown	roman-empire	roman-empire	1	state-f591fc13312028d8
hierapolis	20	unknown	roman-empire	roman-empire	1	state-7ffb4166f66a3feb
hierapolis	30	unknown	roman-empire	roman-empire	1	state-5b866e01e92ba705
hierapolis	40	unknown	roman-empire	roman-empire	1	state-2e0644538826fb58
hierapolis	50	unknown	roman-empire	roman-empire	1	state-549198fb3091c416
hierapolis	60	attested	disciples-of-jesus; roman-empire	roman-empire	4	state-1aa8e1f736950f17
hierapolis	70	attested	roman-empire	roman-empire	2	state-1f298b80f8dd63ca
hierapolis	80	attested	roman-empire	roman-empire	2	state-ba7f11a401d2c7ca
hierapolis	90	attested	roman-empire	roman-empire	3	state-a30a82e1b0d5e45b
hierapolis	100	attested	roman-empire	roman-empire	3	state-464e93e686332eae
hierapolis	110	attested	roman-empire	roman-empire	3	state-fd51760164ef2722
hierapolis	120	attested	roman-empire	roman-empire	3	state-c474b0184f71beb9
hierapolis	130	attested	roman-empire	roman-empire	3	state-0590b500f045574e
hierapolis	140	attested	roman-empire	roman-empire	3	state-c42c6dff48712985
hierapolis	150	attested	roman-empire	roman-empire	3	state-b88fcc47eba931f1
hierapolis	160	attested	roman-empire	roman-empire	3	state-46266825dafe0988
hierapolis	170	attested	roman-empire	roman-empire	3	state-5a6c06585de8b0eb
hierapolis	180	attested	roman-empire	roman-empire	3	state-77ddf15699830d98
hierapolis	190	attested	roman-empire	roman-empire	3	state-5aec9d4a571db0fb
hierapolis	200	attested	roman-empire	roman-empire	3	state-2288ca4ef70e30cd
hierapolis	210	unknown	roman-empire	roman-empire	1	state-73dc25a35f27e28c
hierapolis	220	unknown	roman-empire	roman-empire	1	state-8ef3cbe4b93578ea
hierapolis	230	unknown	roman-empire	roman-empire	1	state-fe00255c744633b1
hierapolis	240	unknown	roman-empire	roman-empire	1	state-28c3989205c8716b
hierapolis	250	unknown	roman-empire	roman-empire	1	state-b4a2a15ff8e7a7bf
hierapolis	260	unknown	roman-empire	roman-empire	1	state-ac95465d77cb0202
hierapolis	270	unknown	roman-empire	roman-empire	1	state-f7172433d9ef1d23
hierapolis	280	unknown	roman-empire	roman-empire	1	state-4279a28a83b81280
hierapolis	290	unknown	roman-empire	roman-empire	1	state-37948640ee24ef6d
hierapolis	300	unknown	roman-empire	roman-empire	1	state-52fbebe643f06f07
hierapolis	310	unknown	roman-empire	roman-empire	1	state-3b794ac4ccabe791
hierapolis	320	unknown	roman-empire	roman-empire	1	state-13bc1643e9af9609
hierapolis	330	unknown	roman-empire	roman-empire	1	state-1f585c9e30cc8297
hierapolis	340	unknown	roman-empire	roman-empire	1	state-4b5dc9124c6d7c2e
hierapolis	350	unknown	roman-empire	roman-empire	1	state-c1459398e44c64f2
hierapolis	360	unknown	roman-empire	roman-empire	1	state-7acb47997cc15edf
hierapolis	370	unknown	roman-empire	roman-empire	1	state-39c0c840109957cf
hierapolis	380	unknown	roman-empire	roman-empire	1	state-8a1a9c19ef2fca57
hierapolis	390	unknown	roman-empire	roman-empire	1	state-4b86f8a079a9c1d5
hierapolis	400	unknown	roman-empire	roman-empire	1	state-e0c78ce7d808d008
india-malabar	50	attested			1	state-328309388a15adc1
india-malabar	60	attested			1	state-3e0873c31d8618a6
india-malabar	70	attested			1	state-7b6e51740a87328f
india-malabar	80	attested			1	state-503dbb55146af836
india-malabar	90	attested			1	state-700bd73a570971a5
india-malabar	100	attested			1	state-6343e26d0dc06e30
india-malabar	110	attested			1	state-126525b1bcf74511
india-malabar	120	attested			1	state-0c2934a43e8281d4
india-malabar	130	attested			1	state-83f1070aa049e9b6
india-malabar	140	attested			1	state-ddbe35c608e631cf
india-malabar	150	attested			1	state-b0d39a4785982476
india-malabar	160	attested			1	state-f09696e994bfe8ed
india-malabar	170	attested			1	state-2184d33ce5f289bd
india-malabar	180	attested			1	state-ff92847a8f7af3d9
india-malabar	190	attested			1	state-f619acade323329d
india-malabar	200	attested			1	state-d60bd880b3feaf81
india-malabar	300	unknown	church-of-the-east		1	state-4acdcc735a7ae47e
india-malabar	310	unknown	church-of-the-east		1	state-4b4524354a7bbcb8
india-malabar	320	unknown	church-of-the-east		1	state-efb0730c23a8dff6
india-malabar	330	unknown	church-of-the-east		1	state-e82b34741148a776
india-malabar	340	unknown	church-of-the-east		1	state-ec88f1679154e6b6
india-malabar	350	unknown	church-of-the-east		1	state-0c6cd87fc2b65836
india-malabar	360	unknown	church-of-the-east		1	state-baef110f3613d764
india-malabar	370	unknown	church-of-the-east		1	state-82c411e0d9fbf8fc
india-malabar	380	unknown	church-of-the-east		1	state-aec4ce6a0ab6879d
india-malabar	390	unknown	church-of-the-east		1	state-1b8c2ef0320b0c33
india-malabar	400	unknown	church-of-the-east		1	state-bbd45db431bf3482
jericho	-70	unknown	roman-empire	roman-empire	1	state-599363dfc088e574
jericho	-60	unknown	roman-empire	roman-empire	1	state-c8fad9b2332359fb
jericho	-50	unknown	roman-empire	roman-empire	1	state-1b4500e7a4bf88c6
jericho	-40	unknown	roman-empire	roman-empire	1	state-ce9b17f3bcf4ca9b
jericho	-30	unknown	roman-empire	roman-empire	1	state-b1f9ba6c894e1c55
jericho	-20	unknown	roman-empire	roman-empire	1	state-a3618175cde00b5c
jericho	-10	unknown	roman-empire	roman-empire	1	state-4b80371544f1836d
jericho	0	unknown	roman-empire	roman-empire	1	state-fad502ec35a22d35
jericho	10	unknown	roman-empire	roman-empire	1	state-7d83d024c3b1dd1d
jericho	20	unknown	roman-empire	roman-empire	1	state-818206488acc906a
jericho	30	attested	roman-empire	roman-empire	2	state-e007e76f1143ce62
jericho	40	unknown	roman-empire	roman-empire	1	state-e8ef439de41e56b4
jericho	50	unknown	roman-empire	roman-empire	1	state-c96d199f34cf4938
jericho	60	unknown	roman-empire	roman-empire	1	state-0461b51c9772cccf
jericho	70	unknown	roman-empire	roman-empire	1	state-785668b02007e390
jericho	80	unknown	roman-empire	roman-empire	1	state-1dffd9118e02d237
jericho	90	unknown	roman-empire	roman-empire	1	state-74085a48ded8497a
jericho	100	unknown	roman-empire	roman-empire	1	state-d51798c4aa9ede87
jericho	110	unknown	roman-empire	roman-empire	1	state-f9d87da16798a752
jericho	120	unknown	roman-empire	roman-empire	1	state-4aff0355a6d63412
jericho	130	unknown	roman-empire	roman-empire	1	state-bafbaae62bfada8d
jericho	140	unknown	roman-empire	roman-empire	1	state-c262027caf80c9b4
jericho	150	unknown	roman-empire	roman-empire	1	state-bf60bb7a4c3cc523
jericho	160	unknown	roman-empire	roman-empire	1	state-195373523edb17b5
jericho	170	unknown	roman-empire	roman-empire	1	state-13aa06835b3f2794
jericho	180	unknown	roman-empire	roman-empire	1	state-b74b5a07fd34714a
jericho	190	unknown	roman-empire	roman-empire	1	state-10e09f9d68952f3e
jericho	200	unknown	roman-empire	roman-empire	1	state-a862aca2327cad07
jericho	210	unknown	roman-empire	roman-empire	1	state-560873faba920933
jericho	220	unknown	roman-empire	roman-empire	1	state-9b0cf130d6417f2b
jericho	230	unknown	roman-empire	roman-empire	1	state-e15f7fdd8a88d9c4
jericho	240	unknown	roman-empire	roman-empire	1	state-32ae4558a03f03da
jericho	250	unknown	roman-empire	roman-empire	1	state-7cb1ede2e07f3035
jericho	260	unknown	roman-empire	roman-empire	1	state-4238b48bd7bd6c25
jericho	270	unknown	roman-empire	roman-empire	1	state-6b5064e43669a17e
jericho	280	unknown	roman-empire	roman-empire	1	state-bc27d8a87ee1eb85
jericho	290	unknown	roman-empire	roman-empire	1	state-cc6cca17a5586a69
jericho	300	unknown	roman-empire	roman-empire	1	state-516fe54bf2633a7b
jericho	310	unknown	roman-empire	roman-empire	1	state-73c60ed50406595d
jericho	320	unknown	roman-empire	roman-empire	1	state-5c5a1d007dec252b
jericho	330	unknown	roman-empire	roman-empire	1	state-2056617bec63e6d6
jericho	340	unknown	roman-empire	roman-empire	1	state-b11dfd55bb744ef9
jericho	350	unknown	roman-empire	roman-empire	1	state-d616f5812306df6f
jericho	360	unknown	roman-empire	roman-empire	1	state-ff7042e7725d9a23
jericho	370	unknown	roman-empire	roman-empire	1	state-2bd05881c308e6e1
jericho	380	unknown	roman-empire	roman-empire	1	state-a10499f5bd525c0e
jericho	390	unknown	roman-empire	roman-empire	1	state-54cd458a8513bdb2
jericho	400	unknown	roman-empire	roman-empire	1	state-f01a58c2e8349137
jerusalem	-70	unknown	roman-empire	roman-empire	1	state-33ef69052eba03eb
jerusalem	-60	unknown	roman-empire	roman-empire	1	state-06332794f1918f9f
jerusalem	-50	unknown	roman-empire	roman-empire	1	state-d7c85c35d9e95104
jerusalem	-40	unknown	roman-empire	roman-empire	1	state-68292f51961abaa1
jerusalem	-30	unknown	roman-empire	roman-empire	1	state-316dc0f7b3944a2e
jerusalem	-20	unknown	roman-empire	roman-empire	1	state-306bb84c98fffac0
jerusalem	-10	unknown	roman-empire	roman-empire	1	state-8981cf2505d8a4db
jerusalem	0	unknown	roman-empire	roman-empire	1	state-2bf7fb49afed5cd5
jerusalem	10	unknown	roman-empire	roman-empire	1	state-c1deb419b1b0967f
jerusalem	20	attested	pharisees; roman-empire; sadducees	roman-empire	4	state-228ecad2e8d5df5a
jerusalem	30	attested	disciples-of-jesus; herodians; jerusalem-church; pharisees; roman-empire; sadducees	roman-empire	7	state-2f324997af5d372e
jerusalem	40	unknown	disciples-of-jesus; jerusalem-church; pharisees; roman-empire; sadducees	roman-empire	5	state-f993fddfe4035c44
jerusalem	50	unknown	disciples-of-jesus; jerusalem-church; pharisees; roman-empire; sadducees	roman-empire	5	state-72ce8a02b5b20b2e
jerusalem	60	unknown	disciples-of-jesus; jerusalem-church; pharisees; roman-empire; sadducees; zealots	roman-empire	6	state-2cba5c3a8aced2ec
jerusalem	70	unknown	disciples-of-jesus; jerusalem-church; pharisees; roman-empire; sadducees; zealots	roman-empire	6	state-8c466f50b63cd5e6
jerusalem	80	unknown	jerusalem-church; roman-empire	roman-empire	2	state-3c8116427d9bae8f
jerusalem	90	unknown	jerusalem-church; roman-empire	roman-empire	2	state-53e241be64f47b4c
jerusalem	100	unknown	ebionites; jerusalem-church; roman-empire	roman-empire	3	state-fe772cff43de4ed2
jerusalem	110	unknown	ebionites; jerusalem-church; roman-empire	roman-empire	3	state-5a409203069c76cf
jerusalem	120	unknown	ebionites; jerusalem-church; roman-empire	roman-empire	3	state-40aa80f67d96c33b
jerusalem	130	unknown	ebionites; jerusalem-church; roman-empire	roman-empire	3	state-67bc2579967e3be2
jerusalem	140	unknown	ebionites; roman-empire	roman-empire	2	state-1d9ec18b1a021807
jerusalem	150	unknown	ebionites; roman-empire	roman-empire	2	state-89bf190d29e06e4c
jerusalem	160	unknown	ebionites; roman-empire	roman-empire	2	state-1db5bb7337477fd7
jerusalem	170	unknown	ebionites; roman-empire	roman-empire	2	state-0c53aa444fc091ce
jerusalem	180	unknown	ebionites; roman-empire	roman-empire	2	state-31f7001e24ca9ce5
jerusalem	190	unknown	ebionites; roman-empire	roman-empire	2	state-5e721585d2bc01e2
jerusalem	200	unknown	ebionites; roman-empire	roman-empire	2	state-836f4a9f41237745
jerusalem	210	unknown	ebionites; roman-empire	roman-empire	2	state-b574a9824d3f5d10
jerusalem	220	unknown	ebionites; roman-empire	roman-empire	2	state-f34ca514c23fc62a
jerusalem	230	unknown	ebionites; roman-empire	roman-empire	2	state-fa273e35b23dc751
jerusalem	240	unknown	ebionites; roman-empire	roman-empire	2	state-270c3588029bdb9b
jerusalem	250	unknown	ebionites; roman-empire	roman-empire	2	state-fe2276a1e83b8611
jerusalem	260	unknown	roman-empire	roman-empire	1	state-bc3686da1d3ae1d6
jerusalem	270	unknown	roman-empire	roman-empire	1	state-56a8ec477dca0bdf
jerusalem	280	unknown	roman-empire	roman-empire	1	state-99758fe7cf632c8b
jerusalem	290	unknown	roman-empire	roman-empire	1	state-f39f5a6b94460b4e
jerusalem	300	unknown	roman-empire	roman-empire	1	state-1ac92ee342ef3f5b
jerusalem	310	unknown	roman-empire	roman-empire	1	state-8512a0bd25870bcd
jerusalem	320	unknown	roman-empire	roman-empire	1	state-c2cca64d69c52118
jerusalem	330	unknown	roman-empire	roman-empire	1	state-e2635332ad6c6f80
jerusalem	340	unknown	roman-empire	roman-empire	1	state-22f91c6cab3a9c46
jerusalem	350	unknown	roman-empire	roman-empire	1	state-336aea5587f85a4e
jerusalem	360	unknown	roman-empire	roman-empire	1	state-a23d263671ac5643
jerusalem	370	unknown	roman-empire	roman-empire	1	state-f594820527514c3e
jerusalem	380	unknown	roman-empire	roman-empire	1	state-15680229f939bf84
jerusalem	390	unknown	roman-empire	roman-empire	1	state-39c4a49dac51039c
jerusalem	400	unknown	roman-empire	roman-empire	1	state-79a7633a58ba2efd
joppa	-70	unknown	roman-empire	roman-empire	1	state-78a3465ae9c3488a
joppa	-60	unknown	roman-empire	roman-empire	1	state-6a9db525cf75958e
joppa	-50	unknown	roman-empire	roman-empire	1	state-bc02b1aeff988105
joppa	-40	unknown	roman-empire	roman-empire	1	state-d0cfaaa7783997dc
joppa	-30	unknown	roman-empire	roman-empire	1	state-fc3baabc0bf44a19
joppa	-20	unknown	roman-empire	roman-empire	1	state-838ec4752a30b7d7
joppa	-10	unknown	roman-empire	roman-empire	1	state-996d7205bb177ebb
joppa	0	unknown	roman-empire	roman-empire	1	state-c2230218fd0549ea
joppa	10	unknown	roman-empire	roman-empire	1	state-fda5010542cf566a
joppa	20	unknown	roman-empire	roman-empire	1	state-52a3f9b758f27925
joppa	30	attested	disciples-of-jesus; roman-empire	roman-empire	4	state-f6c13c01d6b3f805
joppa	40	attested	disciples-of-jesus; roman-empire	roman-empire	4	state-8fcc5634f5605301
joppa	50	attested	roman-empire	roman-empire	2	state-231f709780b9c512
joppa	60	unknown	roman-empire	roman-empire	1	state-ea42a95b93ac186e
joppa	70	unknown	roman-empire	roman-empire	1	state-966c833c8f450d17
joppa	80	unknown	roman-empire	roman-empire	1	state-e17802f9940e4086
joppa	90	unknown	roman-empire	roman-empire	1	state-a23ddeb178b2a200
joppa	100	unknown	roman-empire	roman-empire	1	state-591e4d553cdca561
joppa	110	unknown	roman-empire	roman-empire	1	state-1772a6b0377be498
joppa	120	unknown	roman-empire	roman-empire	1	state-78817975fa697b6c
joppa	130	unknown	roman-empire	roman-empire	1	state-b98582d352f52283
joppa	140	unknown	roman-empire	roman-empire	1	state-6cfb4dec684691be
joppa	150	unknown	roman-empire	roman-empire	1	state-a53a4d3af941c9e3
joppa	160	unknown	roman-empire	roman-empire	1	state-1ee4b4263db78a43
joppa	170	unknown	roman-empire	roman-empire	1	state-94b8d799b842a2bd
joppa	180	unknown	roman-empire	roman-empire	1	state-c3365e285def4124
joppa	190	unknown	roman-empire	roman-empire	1	state-c235322cda8cb544
joppa	200	unknown	roman-empire	roman-empire	1	state-5c36101b6e5c5c46
joppa	210	unknown	roman-empire	roman-empire	1	state-d366ecec279e949f
joppa	220	unknown	roman-empire	roman-empire	1	state-b1f53ec7c8a76662
joppa	230	unknown	roman-empire	roman-empire	1	state-8684770554832f68
joppa	240	unknown	roman-empire	roman-empire	1	state-8eff8c09f9c416e6
joppa	250	unknown	roman-empire	roman-empire	1	state-487eff38170d6c7e
joppa	260	unknown	roman-empire	roman-empire	1	state-cb44462dc7814530
joppa	270	unknown	roman-empire	roman-empire	1	state-527e6cc81f688c4f
joppa	280	unknown	roman-empire	roman-empire	1	state-8453e19f57927a4a
joppa	290	unknown	roman-empire	roman-empire	1	state-dc0e2a88056e4bd8
joppa	300	unknown	roman-empire	roman-empire	1	state-82e548abfde4c608
joppa	310	unknown	roman-empire	roman-empire	1	state-98418b2381c8749d
joppa	320	unknown	roman-empire	roman-empire	1	state-d2928b5bd0ac2187
joppa	330	unknown	roman-empire	roman-empire	1	state-f53a2ebda6a3584a
joppa	340	unknown	roman-empire	roman-empire	1	state-3051e2a9d92496e0
joppa	350	unknown	roman-empire	roman-empire	1	state-b3dd6449ce9f473e
joppa	360	unknown	roman-empire	roman-empire	1	state-cd3b93e9e42995f2
joppa	370	unknown	roman-empire	roman-empire	1	state-8d9d2f53f843c72d
joppa	380	unknown	roman-empire	roman-empire	1	state-3c524b8bdcf0957c
joppa	390	unknown	roman-empire	roman-empire	1	state-42ed53849dc7b0a3
joppa	400	unknown	roman-empire	roman-empire	1	state-13819c170e26c894
judea	-150	unknown	essenes		1	state-3c0ce7abbc7fccf4
judea	-140	unknown	essenes		1	state-1ba42c86bee282a1
judea	-130	unknown	essenes		1	state-6ee7ea10b4d3b359
judea	-120	unknown	essenes		1	state-2e5ae5171b305509
judea	-110	unknown	essenes		1	state-d8c0b12b731b273f
judea	-100	unknown	essenes		1	state-a62f69d96c7bdb78
judea	-90	unknown	essenes		1	state-474164705eb75978
judea	-80	unknown	essenes		1	state-0baca35c516561db
judea	-70	unknown	essenes		1	state-4110b1c40ea829d2
judea	-60	unknown	essenes		1	state-2ea257b086f2cb40
judea	-50	unknown	essenes		1	state-8bd8ef0f56272b15
judea	-40	unknown	essenes		1	state-d4ee34f12790f899
judea	-30	unknown	essenes		1	state-ae2e74737348c0e9
judea	-20	unknown	essenes		1	state-78b9e6791341cfc8
judea	-10	unknown	essenes		1	state-964d7a8e6a6b96fc
judea	0	unknown	essenes; zealots		2	state-7ca6c8203b0b79f7
judea	10	unknown	essenes; zealots		2	state-c1b318d13f82cbf4
judea	70	attested	ebionites; essenes; zealots		4	state-d1a5ed9f450c96b9
judea	80	unknown	ebionites		1	state-daa251167e1a7284
judea	90	unknown	ebionites		1	state-d1be5d755ce7c7f4
judea	100	unknown	ebionites		1	state-3373933577bc9e91
judea	110	unknown	ebionites		1	state-e0cef9bc2598f4c6
judea	120	unknown	ebionites		1	state-cd9f8f83d71e239d
judea	130	unknown	ebionites		1	state-d485f4438b6fa5a3
judea	140	unknown	ebionites		1	state-246e460e6b581bce
judea	150	unknown	ebionites		1	state-1d72986f2875e045
judea	160	unknown	ebionites		1	state-e45ae333da08f0cb
judea	170	unknown	ebionites		1	state-9e3cc00d810cfa23
judea	180	unknown	ebionites		1	state-06123aa4f0a1bb54
judea	190	unknown	ebionites		1	state-177d96054c8a4129
judea	200	unknown	ebionites		1	state-f90a7bd133b4d91f
judea	20	attested	essenes; followers-of-john-the-baptist; herodians; pharisees; roman-empire; zealots	roman-empire	8	state-090f6b4ba4baf551
judea	30	attested	disciples-of-jesus; essenes; followers-of-john-the-baptist; herodians; pharisees; roman-empire; zealots	roman-empire	9	state-eb3aa73fdd54327d
judea	40	attested	essenes; herodians; roman-empire; zealots	roman-empire	5	state-99f7daecc1741da0
judea	50	attested	essenes; roman-empire; zealots	roman-empire	4	state-e0043c07ca94be88
judea	60	attested	essenes; roman-empire; zealots	roman-empire	4	state-6d8abbea0f69a6f1
laodicea	-140	unknown	roman-empire	roman-empire	1	state-a67947b1210f8680
laodicea	-130	unknown	roman-empire	roman-empire	1	state-3d41c57025af3f5a
laodicea	-120	unknown	roman-empire	roman-empire	1	state-cd13c52c956b5274
laodicea	-110	unknown	roman-empire	roman-empire	1	state-50f356b0d797fabd
laodicea	-100	unknown	roman-empire	roman-empire	1	state-1dcd44ac27ff6237
laodicea	-90	unknown	roman-empire	roman-empire	1	state-92cb82d7a9b34b01
laodicea	-80	unknown	roman-empire	roman-empire	1	state-3d53989db708b155
laodicea	-70	unknown	roman-empire	roman-empire	1	state-4310019543d767e4
laodicea	-60	unknown	roman-empire	roman-empire	1	state-df55a0d33491c72d
laodicea	-50	unknown	roman-empire	roman-empire	1	state-c3f2542c0f16ade1
laodicea	-40	unknown	roman-empire	roman-empire	1	state-44fb3c63da992e09
laodicea	-30	unknown	roman-empire	roman-empire	1	state-9c480c9bb2fa8085
laodicea	-20	unknown	roman-empire	roman-empire	1	state-33cd0b86fdd3730f
laodicea	-10	unknown	roman-empire	roman-empire	1	state-3e483ae3dd030803
laodicea	0	unknown	roman-empire	roman-empire	1	state-3d1ae579a70982bc
laodicea	10	unknown	roman-empire	roman-empire	1	state-148c4458f530423c
laodicea	20	unknown	roman-empire	roman-empire	1	state-aae7279c50a20dd4
laodicea	30	unknown	roman-empire	roman-empire	1	state-bcf2ee97df5c9274
laodicea	40	unknown	roman-empire	roman-empire	1	state-8be55259d93c4e7e
laodicea	50	unknown	roman-empire	roman-empire	1	state-b47a325c21dd1274
laodicea	60	attested	disciples-of-jesus; laodicean-church; roman-empire	roman-empire	4	state-18e798cd78de1280
laodicea	70	unknown	laodicean-church; roman-empire	roman-empire	2	state-bd42c3612bb46f2a
laodicea	80	unknown	laodicean-church; roman-empire	roman-empire	2	state-fbceddc89da8344a
laodicea	90	attested	laodicean-church; roman-empire	roman-empire	4	state-89437a0e26c4bb86
laodicea	100	attested	laodicean-church; roman-empire	roman-empire	3	state-f30fca396784419f
laodicea	110	attested	laodicean-church; roman-empire	roman-empire	3	state-7cc0acf6957a1604
laodicea	120	attested	laodicean-church; roman-empire	roman-empire	3	state-e7b99a68dba2b809
laodicea	130	attested	laodicean-church; roman-empire	roman-empire	3	state-4cf8c9e8a07e8b05
laodicea	140	attested	laodicean-church; roman-empire	roman-empire	3	state-fafc0f912341a12d
laodicea	150	attested	laodicean-church; roman-empire	roman-empire	3	state-8031823a6e9b0e41
laodicea	160	attested	laodicean-church; roman-empire	roman-empire	3	state-6acb90694fbcfbab
laodicea	170	attested	laodicean-church; roman-empire	roman-empire	3	state-425747e50adf95f5
laodicea	180	attested	laodicean-church; roman-empire	roman-empire	3	state-f268fefe354584e1
laodicea	190	attested	laodicean-church; roman-empire	roman-empire	3	state-50d8e756a0f33ef1
laodicea	200	attested	laodicean-church; roman-empire	roman-empire	3	state-0070f24138a3dbcf
laodicea	210	unknown	roman-empire	roman-empire	1	state-065e8bb916e40d5b
laodicea	220	unknown	roman-empire	roman-empire	1	state-121892a2df941c4b
laodicea	230	unknown	roman-empire	roman-empire	1	state-c19fccdda8bd4021
laodicea	240	unknown	roman-empire	roman-empire	1	state-f19bd3e15521c957
laodicea	250	unknown	roman-empire	roman-empire	1	state-92083c7d0f6f9510
laodicea	260	unknown	roman-empire	roman-empire	1	state-4a902fab0797f528
laodicea	270	unknown	roman-empire	roman-empire	1	state-9a77a8e434ecc938
laodicea	280	unknown	roman-empire	roman-empire	1	state-8d9d45a1df43bf80
laodicea	290	unknown	roman-empire	roman-empire	1	state-6eb8a4bf147ba7ad
laodicea	300	unknown	roman-empire	roman-empire	1	state-0b0f23fd1d98adf9
laodicea	310	unknown	roman-empire	roman-empire	1	state-c90f2ae65611181f
laodicea	320	unknown	roman-empire	roman-empire	1	state-de34c0618098ebc3
laodicea	330	unknown	roman-empire	roman-empire	1	state-18f876ac7e9a5c08
laodicea	340	unknown	roman-empire	roman-empire	1	state-c902a0691d29c674
laodicea	350	unknown	roman-empire	roman-empire	1	state-984a4610c15c5098
laodicea	360	unknown	roman-empire	roman-empire	1	state-f3c4c88f833a7e03
laodicea	370	unknown	roman-empire	roman-empire	1	state-823ac61f4fdc331e
laodicea	380	unknown	roman-empire	roman-empire	1	state-e54bc7d76badcfa4
laodicea	390	unknown	roman-empire	roman-empire	1	state-4b20e72717ae5c41
laodicea	400	unknown	roman-empire	roman-empire	1	state-6d7c8e633ba0d4e4
londinium	310	attested	british-church	british-church	3	state-ab0fe9d349f7ea33
londinium	320	attested	british-church	british-church	3	state-c1178d99571b6263
londinium	330	attested	british-church	british-church	3	state-ea5b3f2dc13b2e0c
londinium	340	attested	british-church	british-church	3	state-fddfbdfc4bf1046e
londinium	350	attested	british-church	british-church	3	state-19def03ebad69c7f
londinium	360	attested	british-church	british-church	3	state-11ab3e25fb4dd75d
londinium	370	attested	british-church	british-church	3	state-b4b2649d9b1d154a
londinium	380	attested	british-church	british-church	3	state-34615df9a2aee108
lycia	50	attested			2	state-b48d8beecb07ff47
lycia	60	attested			1	state-f3ff9455ae9f70f4
lydda	-70	unknown	roman-empire	roman-empire	1	state-84c6e6b0a0c21c34
lydda	-60	unknown	roman-empire	roman-empire	1	state-dff41fb7aec2b6f9
lydda	-50	unknown	roman-empire	roman-empire	1	state-8f7ecfa6fa0fac4f
lydda	-40	unknown	roman-empire	roman-empire	1	state-884dab93d474c72a
lydda	-30	unknown	roman-empire	roman-empire	1	state-4d2661e179c1efb2
lydda	-20	unknown	roman-empire	roman-empire	1	state-796cf7a023f385bf
lydda	-10	unknown	roman-empire	roman-empire	1	state-faad24928ab34528
lydda	0	unknown	roman-empire	roman-empire	1	state-bf321c83657a5ad6
lydda	10	unknown	roman-empire	roman-empire	1	state-afe1593e3679ea5e
lydda	20	unknown	roman-empire	roman-empire	1	state-44c01e21e303a0ea
lydda	30	attested	disciples-of-jesus; roman-empire	roman-empire	4	state-229a1f2bb0edf5ef
lydda	40	attested	disciples-of-jesus; roman-empire	roman-empire	4	state-513bcc35fb6475fa
lydda	50	attested	disciples-of-jesus; roman-empire	roman-empire	3	state-291d01c184a4196f
lydda	60	unknown	roman-empire	roman-empire	1	state-28e706c9fc58b763
lydda	70	unknown	roman-empire	roman-empire	1	state-f0c9388aad9e4e19
lydda	80	unknown	roman-empire	roman-empire	1	state-35bf9780cba824fb
lydda	90	unknown	roman-empire	roman-empire	1	state-e199dd5ade028eab
lydda	100	unknown	roman-empire	roman-empire	1	state-a7b7b9bd54fe5f08
lydda	110	unknown	roman-empire	roman-empire	1	state-97ce9f62c7f90b6a
lydda	120	unknown	roman-empire	roman-empire	1	state-9e465adaf4d23534
lydda	130	unknown	roman-empire	roman-empire	1	state-c823f4e2d7c8920f
lydda	140	unknown	roman-empire	roman-empire	1	state-2181aac673e25198
lydda	150	unknown	roman-empire	roman-empire	1	state-2f04cfac95da90b3
lydda	160	unknown	roman-empire	roman-empire	1	state-66b9a7de64776107
lydda	170	unknown	roman-empire	roman-empire	1	state-114f9b0e0ce1b5ce
lydda	180	unknown	roman-empire	roman-empire	1	state-b9e5e373c07d169e
lydda	190	unknown	roman-empire	roman-empire	1	state-49fe232d806500df
lydda	200	unknown	roman-empire	roman-empire	1	state-80d9adf6cedab64a
lydda	210	unknown	roman-empire	roman-empire	1	state-dd0c7f321f35d34f
lydda	220	unknown	roman-empire	roman-empire	1	state-261d45f44994ed83
lydda	230	unknown	roman-empire	roman-empire	1	state-116e696f2f675313
lydda	240	unknown	roman-empire	roman-empire	1	state-f200aca9733ee45d
lydda	250	unknown	roman-empire	roman-empire	1	state-50d10ced10c609d9
lydda	260	unknown	roman-empire	roman-empire	1	state-c43eb285272a734f
lydda	270	unknown	roman-empire	roman-empire	1	state-05b456f41e33b02a
lydda	280	unknown	roman-empire	roman-empire	1	state-f8f5b633c4b24cb0
lydda	290	unknown	roman-empire	roman-empire	1	state-c9f624569f413efb
lydda	300	unknown	roman-empire	roman-empire	1	state-8ff3650aa291e061
lydda	310	unknown	roman-empire	roman-empire	1	state-b402f68c22eac086
lydda	320	unknown	roman-empire	roman-empire	1	state-f52fdaa37d832b52
lydda	330	unknown	roman-empire	roman-empire	1	state-940440c7eee6e3b0
lydda	340	unknown	roman-empire	roman-empire	1	state-4ab3612135f0a544
lydda	350	unknown	roman-empire	roman-empire	1	state-edc6d3fe0d9d3857
lydda	360	unknown	roman-empire	roman-empire	1	state-340b59bd863cc802
lydda	370	unknown	roman-empire	roman-empire	1	state-af74fdfe900da726
lydda	380	unknown	roman-empire	roman-empire	1	state-94a57ef1816d4710
lydda	390	unknown	roman-empire	roman-empire	1	state-0cbb78fb05c96060
lydda	400	unknown	roman-empire	roman-empire	1	state-8ad9ca58ce702bd7
lyons	-30	unknown	roman-empire	roman-empire	1	state-400decbbcf756535
lyons	-20	unknown	roman-empire	roman-empire	1	state-457e9e414c74a585
